iteration,topic,domain,method,generator_model,evaluator,user_level,avg_ctr,best_ctr,worst_ctr,median_ctr,std_ctr,pool_size,n_dropped,n_added_explore,n_added_exploit,eval_time_sec,gen_time_sec,sim_time_sec,total_time_sec
12,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00792,0.0154,0.004,0.006,0.004264457761544837,5,1,1,0,11.29,1.548,0.033,12.872
13,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0073999999999999995,0.0132,0.0052,0.0062,0.0029366647748764246,5,1,1,0,10.71,1.9,0.035,12.646
14,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.005,0.0062,0.0032,0.0052,0.0009879271228182775,5,1,1,0,10.591,1.642,0.04,12.273
0,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0072,0.0088,0.0048,0.0072,0.001368210510118966,5,1,1,0,12.855,3.603,0.045,16.503
1,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.006720000000000001,0.0092,0.0044,0.0068,0.0018269099594670779,5,1,1,0,12.92,2.734,0.041,15.695
2,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.005800000000000001,0.0088,0.0036,0.0054,0.0016828547174370103,5,1,1,0,11.835,2.308,0.033,14.177
3,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00668,0.0076,0.0054,0.0066,0.000844748483277715,5,1,1,0,12.081,2.654,0.04,14.775
4,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.005200000000000001,0.0058,0.0046,0.005,0.00043817804600413275,5,1,1,0,12.198,1.957,0.039,14.195
5,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00556,0.0076,0.004,0.0046,0.0014499655168313487,5,1,1,0,13.042,3.345,0.038,16.425
6,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.006279999999999999,0.008,0.0042,0.0062,0.001400571312000928,5,1,1,0,11.743,1.964,0.038,13.746
7,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0050799999999999994,0.006,0.0042,0.0048,0.0006997142273814362,5,1,1,0,11.983,1.839,0.035,13.857
8,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0057599999999999995,0.0076,0.0042,0.0058,0.0012547509713086498,5,1,1,0,11.861,3.068,0.041,14.97
9,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00528,0.0068,0.004,0.0048,0.0009927738916792686,5,1,1,0,13.031,1.898,0.046,14.974
10,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00692,0.0096,0.0032,0.0076,0.0021894291493446414,5,1,1,0,12.079,2.774,0.04,14.893
11,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.005359999999999999,0.0058,0.0048,0.0054,0.0003440930106817051,5,1,1,0,12.837,2.027,0.035,14.898
12,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00544,0.0068,0.0046,0.0052,0.0007525955088890711,5,1,1,0,12.117,3.639,0.038,15.794
13,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00668,0.0076,0.0048,0.007,0.0010400000000000001,5,1,1,0,12.443,2.365,0.035,14.844
14,Ketogenic diet,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00676,0.0082,0.0054,0.0062,0.0011271202242884297,5,1,1,0,12.406,1.826,0.038,14.27
